"tabla","pk_columna","pk_valor","columna","valor_actual","valor_propuesto"
"erp_catalogo_productos","id_producto_erp","7","nombre","Jaula h├â┬ímster residencial rosa","Jaula hámster residencial rosa"
"erp_catalogo_productos","id_producto_erp","8","nombre","Jaula h├â┬ímster 2 pisos azul 27.7 x 20.5 x 25 cm","Jaula hámster 2 pisos azul 27.7 x 20.5 x 25 cm"
"erp_catalogo_productos","id_producto_erp","9","nombre","Jaula h├â┬ímster 3 pisos caf├â┬® 31 x 24 x  43 cm","Jaula hámster 3 pisos café 31 x 24 x  43 cm"
"erp_catalogo_productos","id_producto_erp","10","nombre","Jaula h├â┬ímster rosa 36 x 27 x 25 cm","Jaula hámster rosa 36 x 27 x 25 cm"
"erp_catalogo_productos","id_producto_erp","11","nombre","Jaula h├â┬ímster amplia amarilla","Jaula hámster amplia amarilla"
"erp_catalogo_productos","id_producto_erp","12","nombre","Jaula h├â┬ímster lux cafe","Jaula hámster lux cafe"
"erp_catalogo_productos","id_producto_erp","13","nombre","Jaula h├â┬ímster toky caf├â┬®","Jaula hámster toky café"
"erp_catalogo_productos","id_producto_erp","14","nombre","Jaula h├â┬ímster naranja 27x 21 x 33cm","Jaula hámster naranja 27x 21 x 33cm"
"erp_catalogo_productos","id_producto_erp","15","nombre","Jaula h├â┬ímster 31 x 24 x 30 cm","Jaula hámster 31 x 24 x 30 cm"
"erp_catalogo_productos","id_producto_erp","16","nombre","jaula h├â┬ímster invisible cafe","jaula hámster invisible cafe"
"erp_catalogo_productos","id_producto_erp","17","nombre","Jaula h├â┬ímster ripar rosa","Jaula hámster ripar rosa"
"erp_catalogo_productos","id_producto_erp","18","nombre","Jaula h├â┬ímster infinity verde","Jaula hámster infinity verde"
"erp_catalogo_productos","id_producto_erp","19","nombre","Cama antiestr├â┬®s mini para mascotas","Cama antiestrés mini para mascotas"
"erp_catalogo_productos","id_producto_erp","21","nombre","Cama antiestr├â┬®s chica para mascotas","Cama antiestrés chica para mascotas"
"erp_catalogo_productos","id_producto_erp","22","nombre","Cama antiestr├â┬®s chica para mascotas","Cama antiestrés chica para mascotas"
"erp_catalogo_productos","id_producto_erp","25","nombre","Cama antiestr├â┬®s mediana para perros y gatos","Cama antiestrés mediana para perros y gatos"
"erp_catalogo_productos","id_producto_erp","30","nombre","Cama antiestr├â┬®s extra grande para mascotas","Cama antiestrés extra grande para mascotas"
"erp_catalogo_productos","id_producto_erp","37","nombre","jaula h├â┬ímster crifin verde","jaula hámster crifin verde"
"erp_catalogo_productos","id_producto_erp","41","nombre","Esquinero ba├â┬▒o tringular","Esquinero baño tringular"
"erp_catalogo_productos","id_producto_erp","53","nombre","Alimento de camar├â┬│n chico","Alimento de camarón chico"
"erp_catalogo_productos","id_producto_erp","59","nombre","Alimento hojuelas b├â┬ísicas grande para peces","Alimento hojuelas básicas grande para peces"
"erp_catalogo_productos","id_producto_erp","73","nombre","limpiador magn├â┬®tico mediano para pecera","limpiador magnético mediano para pecera"
"erp_catalogo_productos","id_producto_erp","93","nombre","Alimento para h├â┬ímster premimun","Alimento para hámster premimun"
"erp_catalogo_productos","id_producto_erp","96","nombre","Alimento para h├â┬ímster semillas mix","Alimento para hámster semillas mix"
"erp_catalogo_productos","id_producto_erp","99","nombre","Bebedero para h├â┬ímster 800 ml","Bebedero para hámster 800 ml"
"erp_catalogo_productos","id_producto_erp","101","nombre","Alimento para h├â┬ímster croquetas","Alimento para hámster croquetas"
"erp_catalogo_productos","id_producto_erp","117","nombre","Mezcla de semillas loros y cacat├â┬║as alimento para pajaros","Mezcla de semillas loros y cacatúas alimento para pajaros"
"erp_catalogo_productos","id_producto_erp","122","nombre","Pala de pl├â┬ístico para sustrato","Pala de plástico para sustrato"
"erp_catalogo_productos","id_producto_erp","127","nombre","Base panor├â┬ímica  4 patas 50cm","Base panorámica  4 patas 50cm"
"erp_catalogo_productos","id_producto_erp","132","nombre","Rueda para h├â┬ímster de metal","Rueda para hámster de metal"
"erp_catalogo_productos","id_producto_erp","135","nombre","Bebedero para colibr├â┬¡ min","Bebedero para colibrí min"
"erp_catalogo_productos","id_producto_erp","161","nombre","Foco de d├â┬¡a para reptil 150w","Foco de día para reptil 150w"
"erp_catalogo_productos","id_producto_erp","166","nombre","Placa t├â┬®rmica para reptil 26 x 18 cm","Placa térmica para reptil 26 x 18 cm"
"erp_catalogo_productos","id_producto_erp","167","nombre","Placa t├â┬®rmica para reptil 26 x 8 cm","Placa térmica para reptil 26 x 8 cm"
"erp_catalogo_productos","id_producto_erp","169","nombre","Placa t├â┬®rmica para reptil 8 x 14 cm","Placa térmica para reptil 8 x 14 cm"
"erp_catalogo_productos","id_producto_erp","171","nombre","pa├â┬▒ales para perro chicos","pañales para perro chicos"
"erp_catalogo_productos","id_producto_erp","176","nombre","Rascadero colgante le├â┬│n","Rascadero colgante león"
"erp_catalogo_productos","id_producto_erp","182","nombre","P├â┬│ster ramar 50cm por rollo","Póster ramar 50cm por rollo"
"erp_catalogo_productos","id_producto_erp","188","nombre","P├â┬│ster selva 30 cm en rollo","Póster selva 30 cm en rollo"
"erp_catalogo_productos","id_producto_erp","191","nombre","P├â┬│ster desel 30 cm por rollo","Póster desel 30 cm por rollo"
"erp_catalogo_productos","id_producto_erp","195","nombre","P├â┬│ster coraris 30 cm por rollo","Póster coraris 30 cm por rollo"
"erp_catalogo_productos","id_producto_erp","204","nombre","Bebedero para colibr├â┬¡ cili","Bebedero para colibrí cili"
"erp_catalogo_productos","id_producto_erp","205","nombre","Bebedero para colibr├â┬¡ rojo 4 flores","Bebedero para colibrí rojo 4 flores"
"erp_catalogo_productos","id_producto_erp","207","nombre","P├â┬│ster placor 30 cm por rollo","Póster placor 30 cm por rollo"
"erp_catalogo_productos","id_producto_erp","208","nombre","P├â┬│ster marok 30 por rollo","Póster marok 30 por rollo"
"erp_catalogo_productos","id_producto_erp","209","nombre","P├â┬│ster corgu 30cm en rollo","Póster corgu 30cm en rollo"
"erp_catalogo_productos","id_producto_erp","210","nombre","Rueda de h├â┬ímster ajustable para jaula","Rueda de hámster ajustable para jaula"
"erp_catalogo_productos","id_producto_erp","215","nombre","Calz├â┬│n sanitario para hembras mediano","Calzón sanitario para hembras mediano"
"erp_catalogo_productos","id_producto_erp","221","nombre","Gel cicatrizante perros, gato y mam├â┬¡feros peque├â┬▒os","Gel cicatrizante perros, gato y mamíferos pequeños"
"erp_catalogo_productos","id_producto_erp","222","nombre","Palo de pl├â┬ístico para  jaulas de aves grande","Palo de plástico para  jaulas de aves grande"
"erp_catalogo_productos","id_producto_erp","223","nombre","Palo de pl├â┬ístico para jualas de aves mediano","Palo de plástico para jualas de aves mediano"
"erp_catalogo_productos","id_producto_erp","224","nombre","Palo de pl├â┬ístico para jaulas de aves chico","Palo de plástico para jaulas de aves chico"
"erp_catalogo_productos","id_producto_erp","227","nombre","N├â┬®ctar para colibr├â┬¡ sin colorante grande","Néctar para colibrí sin colorante grande"
"erp_catalogo_productos","id_producto_erp","228","nombre","P├â┬│ster enrocas 50cm por rollo","Póster enrocas 50cm por rollo"
"erp_catalogo_productos","id_producto_erp","233","nombre","Calz├â┬│n sanitario para hembras grande","Calzón sanitario para hembras grande"
"erp_catalogo_productos","id_producto_erp","235","nombre","N├â┬®ctar para colibr├â┬¡ grande","Néctar para colibrí grande"
"erp_catalogo_productos","id_producto_erp","236","nombre","Ung├â┬╝ento hidratante para perros y gatos","Ungüento hidratante para perros y gatos"
"erp_catalogo_productos","id_producto_erp","237","nombre","N├â┬®ctar para colibr├â┬¡ chico","Néctar para colibrí chico"
"erp_catalogo_productos","id_producto_erp","244","nombre","Pecera rectangular 180 lts equipo b├â┬ísico","Pecera rectangular 180 lts equipo básico"
"erp_catalogo_productos","id_producto_erp","245","nombre","Pecera panor├â┬ímica 80 Lts  equipo b├â┬ísico","Pecera panorámica 80 Lts  equipo básico"
"erp_catalogo_productos","id_producto_erp","247","nombre","P├â┬│ster coraver 50cm por rollo","Póster coraver 50cm por rollo"
"erp_catalogo_productos","id_producto_erp","248","nombre","P├â┬│ster planver 60 cm por rollo","Póster planver 60 cm por rollo"
"erp_catalogo_productos","id_producto_erp","249","nombre","P├â┬│ster piedramar 60cm por rollo","Póster piedramar 60cm por rollo"
"erp_catalogo_productos","id_producto_erp","250","nombre","P├â┬│ster marpla 50cm por rollo","Póster marpla 50cm por rollo"
"erp_catalogo_productos","id_producto_erp","251","nombre","Tunel peque├â┬▒o juguete comestible para h├â┬ímster y ratones","Tunel pequeño juguete comestible para hámster y ratones"
"erp_catalogo_productos","id_producto_erp","263","nombre","Carriola ├â┬ílamo para mascotas","Carriola álamo para mascotas"
"erp_catalogo_productos","id_producto_erp","266","nombre","Taz├â┬│n doble jake de cer├â┬ímica","Tazón doble jake de cerámica"
"erp_catalogo_productos","id_producto_erp","268","nombre","Bebedero autom├â┬ítico organic","Bebedero automático organic"
"erp_catalogo_productos","id_producto_erp","269","nombre","Bebedero autom├â┬ítico aguacate","Bebedero automático aguacate"
"erp_catalogo_productos","id_producto_erp","276","nombre","Alimento para hur├â┬│n premium","Alimento para hurón premium"
"erp_catalogo_productos","id_producto_erp","301","nombre","Jaula cosi para h├â┬ímster","Jaula cosi para hámster"
"erp_catalogo_productos","id_producto_erp","302","nombre","Calz├â┬│n sanitario para hembras chico","Calzón sanitario para hembras chico"
"erp_catalogo_productos","id_producto_erp","305","nombre","Pecera rectangular 78 lts equipo b├â┬ísico","Pecera rectangular 78 lts equipo básico"
"erp_catalogo_productos","id_producto_erp","311","nombre","Cortau├â┬▒as chico para gato","Cortauñas chico para gato"
"erp_catalogo_productos","id_producto_erp","312","nombre","L├â┬ímpara expandible 120-150 cm","Lámpara expandible 120-150 cm"
"erp_catalogo_productos","id_producto_erp","313","nombre","L├â┬ímpara expandible 60-90 cm","Lámpara expandible 60-90 cm"
"erp_catalogo_productos","id_producto_erp","314","nombre","L├â┬ímpara expandible 90-120 cm","Lámpara expandible 90-120 cm"
"erp_catalogo_productos","id_producto_erp","316","nombre","L├â┬ímpara nano led con clip","Lámpara nano led con clip"
"erp_catalogo_productos","id_producto_erp","317","nombre","L├â┬ímpara panoramica 50 x 35 cm","Lámpara panoramica 50 x 35 cm"
"erp_catalogo_productos","id_producto_erp","318","nombre","L├â┬ímpara pan├â┬│ramica con tapa 50 cm","Lámpara panóramica con tapa 50 cm"
"erp_catalogo_productos","id_producto_erp","319","nombre","L├â┬ímpara rectangular de tapa 50 x 26 cm","Lámpara rectangular de tapa 50 x 26 cm"
"erp_catalogo_productos","id_producto_erp","320","nombre","L├â┬ímpara rectangular con tapa 50 x 26 cm","Lámpara rectangular con tapa 50 x 26 cm"
"erp_catalogo_productos","id_producto_erp","321","nombre","L├â┬ímpara sumergible azul 30 cm","Lámpara sumergible azul 30 cm"
"erp_catalogo_productos","id_producto_erp","322","nombre","L├â┬ímpara sumergible azul con blanco 30cm","Lámpara sumergible azul con blanco 30cm"
"erp_catalogo_productos","id_producto_erp","323","nombre","L├â┬ímpara sumergible blanca 30cm","Lámpara sumergible blanca 30cm"
"erp_catalogo_productos","id_producto_erp","324","nombre","L├â┬ímpara sumergible azul con blanco 50cm","Lámpara sumergible azul con blanco 50cm"
"erp_catalogo_productos","id_producto_erp","325","nombre","L├â┬ímpara sumergible azul 50cm","Lámpara sumergible azul 50cm"
"erp_catalogo_productos","id_producto_erp","326","nombre","L├â┬ímpara sumergible blanca 50cm","Lámpara sumergible blanca 50cm"
"erp_catalogo_productos","id_producto_erp","327","nombre","Jaula para p├â┬íjaro casa grande","Jaula para pájaro casa grande"
"erp_catalogo_productos","id_producto_erp","331","nombre","Multivitam├â┬¡nico pajaro 60 ml","Multivitamínico pajaro 60 ml"
"erp_catalogo_productos","id_producto_erp","332","nombre","Jaula para mam├â┬¡feros 2 niveles","Jaula para mamíferos 2 niveles"
"erp_catalogo_productos","id_producto_erp","334","nombre","Jaula para mam├â┬¡fero colores","Jaula para mamífero colores"
"erp_catalogo_productos","id_producto_erp","335","nombre","Jaula para mam├â┬¡fero 3 niveles","Jaula para mamífero 3 niveles"
"erp_catalogo_productos","id_producto_erp","336","nombre","Jaula para mam├â┬¡fero reja abajo","Jaula para mamífero reja abajo"
"erp_catalogo_productos","id_producto_erp","344","nombre","Bebedero para h├â┬ímster 60 ml","Bebedero para hámster 60 ml"
"erp_catalogo_productos","id_producto_erp","351","nombre","Esfera para h├â┬ímster grande 18 cm","Esfera para hámster grande 18 cm"
"erp_catalogo_productos","id_producto_erp","354","nombre","Jaula h├â┬ímster con tubos 57 x 31 x 29 cm","Jaula hámster con tubos 57 x 31 x 29 cm"
"erp_catalogo_productos","id_producto_erp","355","nombre","Alimento Mezcla de semillas para h├â┬ímster frasco","Alimento Mezcla de semillas para hámster frasco"
"erp_catalogo_productos","id_producto_erp","356","nombre","Jaula h├â┬ímster mini azul 24 x 18.3 x 16 cm","Jaula hámster mini azul 24 x 18.3 x 16 cm"
"erp_catalogo_productos","id_producto_erp","357","nombre","Jaula h├â┬ímster mini rosa 24 x 18.3 x 16 cm","Jaula hámster mini rosa 24 x 18.3 x 16 cm"
"erp_catalogo_productos","id_producto_erp","358","nombre","Polvo para ba├â┬▒o para peque├â┬▒os animales","Polvo para baño para pequeños animales"
"erp_catalogo_productos","id_producto_erp","359","nombre","Jaula h├â┬ímster tubos afuera 46 x 29 x 34 cm","Jaula hámster tubos afuera 46 x 29 x 34 cm"
"erp_catalogo_productos","id_producto_erp","361","nombre","Jaula h├â┬ímster crifin rosa","Jaula hámster crifin rosa"
"erp_catalogo_productos","id_producto_erp","362","nombre","Jaula h├â┬ímster tubos afuera 46 x 29 x 23 cm","Jaula hámster tubos afuera 46 x 29 x 23 cm"
"erp_catalogo_productos","id_producto_erp","363","nombre","Jaula h├â┬ímster 3 pisos mansi├â┬│n 38 x 24 x 60 cm","Jaula hámster 3 pisos mansión 38 x 24 x 60 cm"
"erp_catalogo_productos","id_producto_erp","374","nombre","Rueda de ejercicio continua para h├â┬ímster","Rueda de ejercicio continua para hámster"
"erp_catalogo_productos","id_producto_erp","375","nombre","Jaula met├â┬ílica plegable con division 63 x 44 x 50 cm","Jaula metálica plegable con division 63 x 44 x 50 cm"
"erp_catalogo_productos","id_producto_erp","377","nombre","Jaula met├â┬ílica plegable con division 92 x 56.5 x 66 cm","Jaula metálica plegable con division 92 x 56.5 x 66 cm"
"erp_catalogo_productos","id_producto_erp","396","nombre","Juguete rat├â┬│n cola de pluma para gato","Juguete ratón cola de pluma para gato"
"erp_catalogo_productos","id_producto_erp","402","nombre","N├â┬®ctar para colibr├â┬¡ polvo","Néctar para colibrí polvo"
"erp_catalogo_productos","id_producto_erp","411","nombre","Pecera rectangular triple 9 litros equipo b├â┬ísico","Pecera rectangular triple 9 litros equipo básico"
"erp_catalogo_productos","id_producto_erp","414","nombre","Jab├â┬│n insecticida","Jabón insecticida"
"erp_catalogo_productos","id_producto_erp","417","nombre","Pecera rectagular 9 lts equipo b├â┬ísico","Pecera rectagular 9 lts equipo básico"
"erp_catalogo_productos","id_producto_erp","418","nombre","Pecera rectangular 20lts equipo b├â┬ísico","Pecera rectangular 20lts equipo básico"
"erp_catalogo_productos","id_producto_erp","420","nombre","Pecera rectangular 40 lts equipo b├â┬ísico","Pecera rectangular 40 lts equipo básico"
"erp_catalogo_productos","id_producto_erp","425","nombre","Pecera panor├â┬ímica equipo b├â┬ísico 100 Lts","Pecera panorámica equipo básico 100 Lts"
"erp_catalogo_productos","id_producto_erp","426","nombre","Pecera panor├â┬ímica 100 litros","Pecera panorámica 100 litros"
"erp_catalogo_productos","id_producto_erp","430","nombre","Pecera panor├â┬ímica 50 litros","Pecera panorámica 50 litros"
"erp_catalogo_productos","id_producto_erp","433","nombre","Pecera pan├â┬│ramica 80 litros","Pecera panóramica 80 litros"
"erp_catalogo_productos","id_producto_erp","434","nombre","pecera panor├â┬ímica 6 lts","pecera panorámica 6 lts"
"erp_catalogo_productos","id_producto_erp","435","nombre","Pecera rectangular equipo b├â┬ísico 130lts","Pecera rectangular equipo básico 130lts"
"erp_catalogo_productos","id_producto_erp","443","nombre","Cortau├â┬▒as grande para perro","Cortauñas grande para perro"
"erp_catalogo_productos","id_producto_erp","455","nombre","Pecera rectangular 2lts equipo b├â┬ísico","Pecera rectangular 2lts equipo básico"
"erp_catalogo_productos","id_producto_erp","456","nombre","Pez molly bal├â┬│n naranja","Pez molly balón naranja"
"erp_catalogo_productos","id_producto_erp","459","nombre","Pez cebra durazno ne├â┬│n","Pez cebra durazno neón"
"erp_catalogo_productos","id_producto_erp","460","nombre","Pez cebra rosa ne├â┬│n","Pez cebra rosa neón"
"erp_catalogo_productos","id_producto_erp","465","nombre","Pez monja ne├â┬│n roja","Pez monja neón roja"
"erp_catalogo_productos","id_producto_erp","466","nombre","Pez molly bal├â┬│n negro","Pez molly balón negro"
"erp_catalogo_productos","id_producto_erp","474","nombre","Pez cebra verde ne├â┬│n","Pez cebra verde neón"
"erp_catalogo_productos","id_producto_erp","481","nombre","Pez japon├â┬®s mini comun","Pez japonés mini comun"
"erp_catalogo_productos","id_producto_erp","483","nombre","Pez molly bal├â┬│n blanco","Pez molly balón blanco"
"erp_catalogo_productos","id_producto_erp","484","nombre","Pez molly bal├â┬│n pinteado","Pez molly balón pinteado"
"erp_catalogo_productos","id_producto_erp","492","nombre","Limpiador magn├â┬®tico grande","Limpiador magnético grande"
"erp_catalogo_productos","id_producto_erp","525","nombre","Pa├â┬▒al extra chico","Pañal extra chico"
"erp_catalogo_productos","id_producto_erp","529","nombre","Limpiador magn├â┬®tico chico para pecera","Limpiador magnético chico para pecera"
"erp_catalogo_productos","id_producto_erp","536","nombre","Sustrato org├â┬ínico para reptil corteza de ├â┬írbol extra fina","Sustrato orgánico para reptil corteza de árbol extra fina"
"erp_catalogo_productos","id_producto_erp","537","nombre","Sustrato org├â┬ínico para reptil fibra de coco 2.1 Gal","Sustrato orgánico para reptil fibra de coco 2.1 Gal"
"erp_catalogo_productos","id_producto_erp","538","nombre","Sustrato org├â┬ínico coco 50 fibra 50 polvillo","Sustrato orgánico coco 50 fibra 50 polvillo"
"erp_catalogo_productos","id_producto_erp","539","nombre","Sustrato de ma├â┬¡z para mascotas","Sustrato de maíz para mascotas"
"erp_catalogo_productos","id_producto_erp","548","nombre","Kit de aromaterapia relajaci├â┬│n","Kit de aromaterapia relajación"
"erp_catalogo_productos","id_producto_erp","549","nombre","Tortuguero de acrilico de ri├â┬▒on solo","Tortuguero de acrilico de riñon solo"
"erp_catalogo_productos","id_producto_erp","550","nombre","Tortuguero de ri├â┬▒on en kit","Tortuguero de riñon en kit"
"erp_catalogo_productos","id_producto_erp","561","nombre","Juguete ca├â┬▒a de pescar verde","Juguete caña de pescar verde"
"erp_catalogo_productos","id_producto_erp","567","nombre","Transportadora huellitas  puerta pl├â┬ístico","Transportadora huellitas  puerta plástico"
"erp_catalogo_productos","id_producto_erp","587","nombre","Premio de semillas para h├â┬ímster coraz├â┬│n","Premio de semillas para hámster corazón"
"erp_catalogo_productos","id_producto_erp","613","nombre","Pez monja ne├â┬│n verde","Pez monja neón verde"
"erp_catalogo_productos","id_producto_erp","620","nombre","Tapa para pecera de pl├â┬ítico con puerta 50cm","Tapa para pecera de plático con puerta 50cm"
"erp_catalogo_productos","id_producto_erp","627","nombre","Palanqueta para hamster y rat├â┬│n","Palanqueta para hamster y ratón"
"erp_catalogo_productos","id_producto_erp","629","nombre","Pez monja ne├â┬│n rosa","Pez monja neón rosa"
"erp_catalogo_productos","id_producto_erp","630","nombre","Pa├â┬▒ales para perro mediano","Pañales para perro mediano"
"erp_catalogo_productos","id_producto_erp","632","nombre","Pa├â┬▒ales para perro grande","Pañales para perro grande"
"erp_catalogo_productos","id_producto_erp","641","nombre","Arenero Dubl├â┬¡n","Arenero Dublín"
"erp_catalogo_productos","id_producto_erp","646","nombre","Alimento para h├â┬ímster one","Alimento para hámster one"
"erp_catalogo_productos","id_producto_erp","647","nombre","Jaula h├â┬ímster cometa","Jaula hámster cometa"
"erp_catalogo_productos","id_producto_erp","656","nombre","Jaula doble linaje para p├â┬íjaro","Jaula doble linaje para pájaro"
"erp_catalogo_productos","id_producto_erp","674","nombre","Cama antiestr├â┬®s extra grande para mascotas","Cama antiestrés extra grande para mascotas"
"erp_catalogo_productos","id_producto_erp","679","nombre","Arn├â┬®s ajustable grande rojo","Arnés ajustable grande rojo"
"erp_catalogo_productos","id_producto_erp","680","nombre","Arn├â┬®s ajustable grande azul","Arnés ajustable grande azul"
"erp_catalogo_productos","id_producto_erp","690","nombre","Bebedero para colibr├â┬¡ con n├â┬®ctar","Bebedero para colibrí con néctar"
"erp_catalogo_productos","id_producto_erp","695","nombre","Nupec Croqueta Costal Adulto Nutrici├â┬│n Canina Cient├â┬¡fica 2 kg","Nupec Croqueta Costal Adulto Nutrición Canina Científica 2 kg"
"erp_catalogo_productos","id_producto_erp","696","nombre","Nupec Croqueta Costal Adulto Nutrici├â┬│n Canina Cient├â┬¡fica 8 kg","Nupec Croqueta Costal Adulto Nutrición Canina Científica 8 kg"
"erp_catalogo_productos","id_producto_erp","697","nombre","Nupec Croqueta Costal Adulto Nutrici├â┬│n Canina Cient├â┬¡fica 20 kg","Nupec Croqueta Costal Adulto Nutrición Canina Científica 20 kg"
"erp_catalogo_productos","id_producto_erp","709","nombre","Juguete ca├â┬▒a hueso para gato","Juguete caña hueso para gato"
"erp_catalogo_productos","id_producto_erp","712","nombre","Casa igloo chica para h├â┬ímster","Casa igloo chica para hámster"
"erp_catalogo_productos","id_producto_erp","719","nombre","Arena de ba├â┬▒o one para mam├â┬¡feros","Arena de baño one para mamíferos"
"erp_catalogo_productos","id_producto_erp","720","nombre","Comedero 6 para aves, h├â┬ímster","Comedero 6 para aves, hámster"
"erp_catalogo_productos","id_producto_erp","722","nombre","Jab├â┬│n antiseborreico y queratol├â┬¡tico","Jabón antiseborreico y queratolítico"
"erp_catalogo_productos","id_producto_erp","723","nombre","Alimento MAX para h├â┬ímster","Alimento MAX para hámster"
"erp_catalogo_productos","id_producto_erp","725","nombre","Jaula para mam├â┬¡feros III","Jaula para mamíferos III"
"erp_catalogo_productos","id_producto_erp","745","nombre","Juguete pelota de tennis con dise├â┬▒o","Juguete pelota de tennis con diseño"
"erp_catalogo_productos","id_producto_erp","757","nombre","Espuma para ba├â┬▒o en seco para gato","Espuma para baño en seco para gato"
"erp_catalogo_productos","id_producto_erp","758","nombre","Espuma repelente para ba├â┬▒o en seco para perro","Espuma repelente para baño en seco para perro"
"erp_catalogo_productos","id_producto_erp","759","nombre","Ba├â┬▒o en seco espuma para perros y gatos","Baño en seco espuma para perros y gatos"
"erp_catalogo_productos","id_producto_erp","762","nombre","Alimento Pasta Legazin Procr├â┬¡a para pajaros","Alimento Pasta Legazin Procría para pajaros"
"erp_catalogo_productos","id_producto_erp","776","nombre","Alimento microp├â┬®let flotante Azoo 2 en 1 mediano","Alimento micropélet flotante Azoo 2 en 1 mediano"
"erp_catalogo_productos","id_producto_erp","777","nombre","Alimento microp├â┬®let flotante Azoo 2 en 1 chico","Alimento micropélet flotante Azoo 2 en 1 chico"
"erp_catalogo_productos","id_producto_erp","784","nombre","Bomba de aire de bater├â┬¡as","Bomba de aire de baterías"
"erp_catalogo_productos","id_producto_erp","799","nombre","Arena para gato aroma lim├â┬│n","Arena para gato aroma limón"
"erp_catalogo_productos","id_producto_erp","802","nombre","Shampoo para h├â┬ímster","Shampoo para hámster"
"erp_catalogo_productos","id_producto_erp","822","nombre","Ba├â┬▒o esquinero grande","Baño esquinero grande"
"erp_catalogo_productos","id_producto_erp","828","nombre","Espuma para ba├â┬▒o en seco essential","Espuma para baño en seco essential"
"erp_catalogo_productos","id_producto_erp","839","nombre","Bebebdero para colibri 4 estaci├â┬│nes de cristal","Bebebdero para colibri 4 estaciónes de cristal"
"erp_catalogo_productos","id_producto_erp","899","nombre","Shampoo para erizo champ├â┬║as","Shampoo para erizo champúas"
"erp_catalogo_productos","id_producto_erp","911","nombre","Juguete de peluche b├â┬║ho","Juguete de peluche búho"
"erp_catalogo_productos","id_producto_erp","912","nombre","Juguete de peluche puercoesp├â┬¡n","Juguete de peluche puercoespín"
"erp_catalogo_productos","id_producto_erp","914","nombre","Shampoo para hur├â┬│n","Shampoo para hurón"
"erp_catalogo_productos","id_producto_erp","915","nombre","Alimento para hur├â┬│n fortificada","Alimento para hurón fortificada"
"erp_catalogo_productos","id_producto_erp","918","nombre","Arena para pajaros ba├â┬▒o en seco","Arena para pajaros baño en seco"
"erp_catalogo_productos","id_producto_erp","979","nombre","Pecera rectangular 20cm con divisi├â┬│n","Pecera rectangular 20cm con división"
"erp_catalogo_productos","id_producto_erp","994","nombre","Casa para h├â┬ímster con porta bebedero naranja","Casa para hámster con porta bebedero naranja"
"erp_catalogo_productos","id_producto_erp","995","nombre","Alimentador autom├â┬ítico ocean para peces","Alimentador automático ocean para peces"
"erp_catalogo_productos","id_producto_erp","1002","nombre","Cortau├â┬▒as de gilltonina para mascotas","Cortauñas de gilltonina para mascotas"
"erp_catalogo_productos","id_producto_erp","1021","nombre","Cama fruti sand├â┬¡a mediana","Cama fruti sandía mediana"
"erp_catalogo_productos","id_producto_erp","1044","nombre","Alimento para hur├â┬│n mazuri","Alimento para hurón mazuri"
"erp_catalogo_productos","id_producto_erp","1048","nombre","Alimento para h├â┬ímster y ratones mazuri","Alimento para hámster y ratones mazuri"
"erp_catalogo_productos","id_producto_erp","1051","nombre","Alimento mezcla de semillas loros y cacat├â┬║as","Alimento mezcla de semillas loros y cacatúas"
"erp_catalogo_productos","id_producto_erp","1075","nombre","Jaula divi para h├â┬ímster","Jaula divi para hámster"
"erp_catalogo_productos","id_producto_erp","1082","nombre","Lata Nupec Digestivo con Pescado Alimento h├â┬║medo","Lata Nupec Digestivo con Pescado Alimento húmedo"
"erp_catalogo_productos","id_producto_erp","1089","nombre","Lata Nupec Cachorro Alto en Pollo Alimento h├â┬║medo","Lata Nupec Cachorro Alto en Pollo Alimento húmedo"
"erp_catalogo_productos","id_producto_erp","1090","nombre","Lata Nupec Senior con Carne y Pollo Alimento h├â┬║medo","Lata Nupec Senior con Carne y Pollo Alimento húmedo"
"erp_catalogo_productos","id_producto_erp","1091","nombre","Lata Nupec Weight Control (Control de peso) con Carne y Pollo Alimento h├â┬║medo","Lata Nupec Weight Control (Control de peso) con Carne y Pollo Alimento húmedo"
"erp_catalogo_productos","id_producto_erp","1092","nombre","Lata Nupec Felino Indoor (Gato interior) con Carne y Pollo Alimento h├â┬║medo","Lata Nupec Felino Indoor (Gato interior) con Carne y Pollo Alimento húmedo"
"erp_catalogo_productos","id_producto_erp","1093","nombre","Lata Nupec Felino Kitten (Gatito) con Carne y Pollo Alimento h├â┬║medo","Lata Nupec Felino Kitten (Gatito) con Carne y Pollo Alimento húmedo"
"erp_catalogo_productos","id_producto_erp","1094","nombre","Lata Nupec Felino Urinary (Gato urinario) con Pescado y Ar├â┬índanos Alimento h├â┬║medo","Lata Nupec Felino Urinary (Gato urinario) con Pescado y Arándanos Alimento húmedo"
"erp_catalogo_productos","id_producto_erp","1105","nombre","Nupec Croqueta Costal Cachorro Nutrici├â┬│n Canina Cient├â┬¡fica 2 kg","Nupec Croqueta Costal Cachorro Nutrición Canina Científica 2 kg"
"erp_catalogo_productos","id_producto_erp","1106","nombre","Nupec Croqueta Costal Cachorro Nutrici├â┬│n Canina Cient├â┬¡fica 5 kg","Nupec Croqueta Costal Cachorro Nutrición Canina Científica 5 kg"
